46 40 28 32 18 42 17 28 3 27 42 17 23 37 38 39 9 8 15 28 41 4 29 7 21 24 33 6 10 31 12 33 28 40 22 4 31 38 23 34 14 14 8 28 42 3 25 8 2 39 36 1 42 14 
47 41 12 38 23 17 39 11 28 29 30 17 8 25 40 37 5 31 1 18 30 28 18 24 10 17 17 40 10 17 39 16 15 42 11 37 8 7 39 36 27 27 2 34 9 33 20 14 21 20 23 42 6 32 
48 15 15 7 32 13 8 6 1 23 13 1 33 41 8 31 30 35 7 14 29 40 14 19 18 19 32 37 42 23 42 31 38 7 29 27 19 37 24 11 17 28 3 42 27 3 22 14 37 29 19 15 18 32 
49 26 35 1 15 22 34 37 13 14 32 19 1 8 29 37 32 32 11 17 34 2 35 36 24 40 23 2 8 37 19 32 20 4 32 26 25 23 21 37 36 2 6 36 2 26 22 25 15 25 33 41 26 26 
50 34 41 15 6 42 23 1 19 12 12 22 1 38 38 15 8 24 8 1 29 36 36 5 15 18 19 39 9 9 15 26 35 13 32 40 5 12 32 15 15 2 28 7 31 23 21 30 4 21 22 25 14 16 
51 29 20 25 39 9 25 6 15 8 40 19 32 37 23 35 19 37 8 12 22 6 42 36 27 21 40 39 42 22 2 7 42 21 32 38 21 14 35 35 14 32 12 3 19 34 37 29 21 36 40 34 42 39 
52 28 18 9 17 6 42 30 7 7 29 19 30 24 40 1 9 32 6 32 35 8 8 19 37 36 39 30 25 22 21 13 41 30 21 15 35 21 2 41 19 30 10 6 4 7 40 12 30 4 1 23 11 1 
53 41 39 28 29 19 11 8 31 15 41 19 36 13 11 6 15 2 24 36 3 21 31 9 18 34 30 21 27 10 24 27 42 12 4 20 30 6 20 19 21 18 29 6 30 31 11 36 32 26 22 26 4 10 
54 34 13 2 14 34 28 15 7 4 15 18 41 26 40 39 3 16 9 20 2 14 42 32 16 27 14 41 6 39 36 8 23 6 1 36 31 20 8 29 15 14 5 13 40 2 1 34 9 9 4 2 22 37 
55 25 37 21 30 27 19 19 12 26 41 10 18 26 32 37 25 19 9 39 15 13 28 8 14 19 8 22 14 9 36 8 33 22 29 13 7 39 31 10 14 21 19 31 4 9 17 28 19 25 16 33 29 1 
56 32 34 12 39 14 25 5 41 33 29 20 11 33 18 7 21 28 20 41 38 42 2 38 16 22 6 32 37 38 18 30 19 10 33 15 15 15 11 5 39 32 24 41 22 34 5 1 19 16 33 6 15 27 
57 2 22 6 7 11 34 37 29 13 5 30 3 20 36 10 22 40 40 11 13 39 33 4 35 25 22 1 15 20 7 41 21 29 38 19 39 22 5 17 34 10 4 37 21 31 38 42 28 35 11 41 31 35 
58 2 16 9 16 16 15 35 22 6 5 8 1 15 5 22 20 21 6 29 17 42 7 5 37 40 25 21 42 23 10 26 16 17 34 31 32 41 15 11 4 19 11 38 26 7 10 3 19 15 23 35 6 21 
59 32 34 18 14 12 18 28 13 1 1 29 27 24 10 25 38 13 28 7 23 15 32 29 24 26 5 38 6 32 35 26 21 26 35 34 38 2 11 42 37 11 21 21 34 30 37 22 42 22 20 22 28 1 
60 42 10 26 5 39 23 36 32 40 6 7 32 31 36 34 41 36 20 9 14 40 35 1 34 14 35 5 25 6 32 25 6 33 8 2 22 30 29 11 27 34 17 8 22 3 33 12 38 10 12 1 41 4 
61 35 32 9 27 28 33 33 10 15 30 34 14 31 13 35 17 23 11 42 32 19 13 26 1 24 21 11 35 21 1 39 5 33 39 32 10 22 14 11 36 1 3 42 23 15 34 39 30 3 30 11 13 42 
62 36 13 23 14 15 7 26 16 37 30 40 34 11 41 13 16 10 40 8 12 31 30 18 23 18 5 17 5 15 21 4 8 25 18 13 32 25 30 39 19 10 28 10 20 26 14 28 27 12 35 38 42 15 
63 14 14 32 10 22 37 25 42 32 24 17 8 37 6 32 24 2 8 33 21 10 3 4 23 30 31 26 14 18 18 28 23 31 10 33 11 4 15 2 27 30 10 34 24 15 15 40 8 15 30 28 16 24 
64 24 38 11 4 14 17 21 31 36 36 11 3 26 13 40 32 15 25 19 24 8 35 31 15 32 30 29 11 8 2 35 23 31 37 26 36 11 38 24 5 31 35 7 6 5 5 37 11 21 6 27 28 32 
65 7 42 21 36 20 31 35 13 23 15 2 10 40 37 20 28 11 16 16 37 15 22 33 11 8 2 31 5 20 8 36 26 8 6 11 19 37 38 32 9 10 33 18 42 19 30 27 21 37 34 7 9 13 
66 40 19 13 33 7 9 10 15 3 27 14 42 29 32 28 24 21 37 26 3 4 25 14 25 1 26 20 34 33 20 5 30 39 9 12 3 17 13 9 11 39 22 11 17 4 38 41 24 24 24 19 20 40 
67 24 36 40 7 5 31 39 25 27 18 21 35 29 15 2 41 16 12 29 29 14 4 32 2 2 6 25 17 24 36 14 5 30 11 3 34 33 42 8 18 9 28 2 38 35 3 36 8 7 15 36 20 18 
68 26 13 11 23 38 27 4 23 32 42 2 34 36 28 24 35 35 41 2 21 1 31 13 37 16 20 1 30 5 13 5 30 25 7 10 12 33 5 27 14 38 28 5 32 13 29 16 6 27 9 18 19 39 
69 22 14 13 33 6 42 37 10 39 17 35 3 26 38 28 23 22 41 18 42 4 41 12 24 15 9 42 23 26 19 20 39 24 24 29 21 15 24 31 3 40 15 6 15 10 25 37 24 15 5 23 10 37 
70 26 33 9 35 33 24 10 1 35 7 16 16 35 36 30 8 24 33 5 38 30 12 40 4 40 21 18 36 35 20 31 18 10 39 10 34 12 20 26 4 26 41 19 18 35 41 26 8 23 22 4 2 25 
71 1 5 23 13 14 16 5 25 4 22 27 35 24 18 38 1 2 42 26 34 10 35 26 42 10 34 14 24 29 15 6 21 11 20 33 17 28 29 41 23 42 25 7 23 35 3 23 28 36 40 19 3 25 
72 3 37 26 28 8 7 14 23 5 26 25 24 16 33 9 36 32 24 35 6 30 16 32 32 30 17 25 20 36 20 2 30 14 27 7 13 34 12 27 30 37 10 3 2 42 4 37 23 27 21 21 14 36 
73 10 4 16 19 20 35 4 31 36 33 36 12 31 7 3 42 33 24 36 34 27 37 26 30 31 40 14 1 18 27 37 20 22 2 38 34 36 41 22 21 23 16 32 3 22 27 2 4 8 37 38 34 23 
74 13 13 3 10 26 3 20 3 31 31 24 32 18 15 17 8 29 37 22 2 27 24 23 3 25 18 10 11 13 36 33 17 6 35 19 32 29 30 26 18 18 41 7 35 6 16 34 34 10 13 35 28 36 
75 7 30 18 24 40 28 29 33 10 3 30 36 21 11 22 8 36 39 17 35 38 1 32 11 34 23 12 4 15 40 39 13 27 6 36 16 25 22 40 34 17 28 19 29 30 41 29 24 29 3 8 16 38 
76 39 26 29 11 30 33 25 27 21 37 3 19 22 11 1 36 8 27 10 27 3 30 15 35 16 30 22 11 29 37 6 25 13 34 35 42 16 9 18 29 37 12 5 8 22 39 1 30 15 2 14 18 32 
77 20 10 5 7 23 7 35 18 12 9 22 38 35 13 11 35 30 31 29 41 35 37 21 24 29 42 38 31 5 5 20 25 15 16 23 29 15 8 38 26 16 17 21 1 29 24 35 8 12 14 41 39 8 
78 19 20 28 10 7 16 14 12 27 30 18 35 3 4 7 10 42 24 17 8 3 17 37 18 2 36 29 15 34 25 14 2 36 41 11 1 7 17 4 25 38 21 17 40 16 15 7 15 39 16 15 33 32 
79 9 8 33 36 28 39 28 3 10 29 38 1 32 30 7 6 33 31 1 3 40 41 19 4 39 25 34 12 39 16 36 39 15 18 33 1 15 18 3 16 38 32 16 27 12 14 32 36 3 25 39 34 15 
80 7 37 3 31 21 15 20 36 42 16 9 17 40 9 23 7 3 39 3 26 4 29 37 18 11 31 12 27 19 3 41 25 31 35 5 9 7 16 37 40 32 3 15 21 3 29 28 5 17 22 30 21 42 
81 17 30 10 39 41 28 15 35 18 31 15 11 27 16 17 1 10 7 24 12 13 2 14 41 21 10 16 42 31 28 42 39 15 1 35 13 29 41 39 4 21 11 14 6 26 23 40 35 29 21 38 41 14 
82 1 31 35 10 38 34 33 23 25 29 37 26 14 41 4 12 37 41 25 40 5 30 23 27 27 8 5 39 37 37 10 38 17 2 39 13 28 21 35 2 8 22 19 21 20 22 24 7 21 6 4 25 27 
83 18 1 3 17 39 41 4 25 1 33 33 2 29 3 21 42 30 23 7 9 41 19 20 13 34 26 33 32 21 7 8 31 41 3 39 29 35 42 3 35 32 35 29 11 38 7 10 25 21 8 25 20 18 
84 2 32 1 20 14 24 32 12 32 12 2 34 9 30 26 42 32 19 24 16 39 34 3 3 35 27 16 34 1 35 1 37 16 35 14 21 17 37 24 6 7 25 31 7 4 14 6 27 24 29 42 20 12 
85 3 15 38 21 30 21 14 14 21 8 21 14 13 33 22 7 14 27 5 30 15 11 25 20 9 9 36 37 42 13 41 36 19 36 7 6 15 20 11 27 27 31 40 31 13 19 37 26 37 34 5 1 2 
86 29 13 10 29 6 39 29 18 37 14 29 30 20 26 2 39 37 29 15 17 18 3 30 29 32 5 15 23 10 16 24 30 28 26 17 33 22 37 42 16 8 20 3 28 4 39 16 40 17 31 6 26 25 
87 35 12 14 32 27 36 41 34 10 20 11 35 28 35 14 22 26 21 22 4 15 41 7 3 14 38 19 36 35 3 19 28 6 32 9 32 18 7 15 27 18 25 11 4 9 16 17 35 36 38 38 42 36 
88 36 3 8 23 21 35 15 15 11 34 21 35 42 2 10 40 9 28 8 25 38 11 34 11 27 26 38 23 13 37 8 40 39 7 20 10 42 26 16 2 10 36 36 1 30 37 33 38 22 40 20 17 8 
89 11 19 26 28 14 40 40 1 6 29 31 4 6 40 3 24 14 5 25 41 32 25 20 27 15 15 40 4 27 7 11 29 25 29 15 31 26 4 31 23 33 19 27 30 9 21 3 14 17 27 4 7 10 
90 24 25 16 30 22 20 14 28 22 1 3 8 7 25 26 10 13 40 42 23 24 22 23 37 24 36 11 9 40 17 10 13 33 25 42 5 36 14 32 16 6 26 15 12 8 32 13 12 30 5 27 3 26 
91 7 39 7 35 8 7 24 16 16 36 7 41 27 11 26 32 34 41 37 10 14 40 9 3 11 21 24 15 39 27 32 37 23 30 29 30 37 2 38 2 29 36 42 14 4 18 3 29 16 32 30 21 29 
92 39 16 31 17 39 37 5 23 18 41 38 6 20 17 42 21 12 1 8 5 35 21 42 10 15 21 17 4 8 38 25 4 3 5 12 41 42 16 14 17 7 9 14 26 25 13 4 29 6 11 33 32 23 
93 25 33 38 3 7 33 2 36 7 6 38 12 9 29 3 25 42 11 31 42 25 14 24 37 9 10 34 12 35 15 34 17 5 21 11 4 4 12 31 10 9 27 13 18 5 15 34 4 26 14 37 8 19 
94 18 36 27 20 20 38 12 34 22 20 31 34 22 34 37 33 22 39 34 40 9 9 2 16 34 39 41 5 25 40 23 1 33 41 12 10 37 15 36 8 26 24 41 5 15 28 29 28 24 20 18 24 20 
95 11 39 11 42 37 15 24 26 37 16 17 28 27 18 22 41 11 21 24 26 19 20 32 4 7 10 19 26 27 1 4 37 39 14 28 26 29 10 9 15 25 17 42 2 27 13 34 37 25 16 13 36 35 
96 2 31 41 11 8 17 37 42 20 24 38 25 1 13 3 10 14 10 27 30 1 28 14 6 19 1 30 26 5 23 11 6 12 1 9 11 17 37 10 28 18 39 3 11 10 5 20 23 6 38 2 7 15 
97 8 12 26 8 33 9 12 14 11 9 17 12 17 27 20 12 36 40 21 32 42 31 33 38 1 13 2 38 7 8 3 14 11 28 13 1 28 16 6 31 24 22 42 33 6 11 2 33 8 14 23 41 37 
98 13 37 37 18 38 24 24 3 18 29 13 3 41 5 23 14 11 11 29 32 2 19 30 12 12 20 12 18 34 10 12 5 4 40 14 41 21 29 35 39 15 39 33 13 2 5 26 12 15 4 35 16 23 
99 22 20 26 34 31 1 25 40 12 21 36 9 34 26 22 12 19 10 26 7 34 38 42 39 13 3 11 17 38 19 31 9 38 14 42 26 15 17 15 18 37 8 19 21 34 40 32 2 41 16 42 32 3 
100 42 28 8 2 31 24 31 7 4 40 2 17 31 27 23 5 41 41 34 41 17 4 24 6 35 25 4 42 16 35 37 15 13 2 17 1 17 39 7 20 36 8 28 17 26 9 21 16 41 4 14 7 7 
101 29 12 34 11 15 25 19 41 11 33 11 12 41 11 20 38 9 31 23 8 17 39 33 17 10 41 15 5 4 21 12 33 32 37 35 38 19 11 36 22 2 39 33 34 41 3 21 8 33 2 7 41 32 
102 32 15 41 30 21 4 33 41 7 23 22 1 8 9 11 18 37 32 11 33 15 3 31 9 23 30 33 16 37 32 6 26 4 38 5 17 33 37 7 39 10 21 31 17 29 34 26 23 15 37 5 21 31 
103 36 29 3 15 20 19 9 1 16 26 38 11 30 12 2 17 19 32 26 39 21 34 17 4 9 40 18 37 36 39 25 29 17 20 36 28 30 36 28 3 20 16 13 7 27 6 15 37 38 32 33 8 23 
104 42 11 24 31 20 18 24 8 35 3 25 12 38 2 41 31 22 1 42 37 5 7 21 11 13 8 40 3 32 5 25 31 7 40 19 26 16 1 34 8 3 8 11 32 9 1 20 30 35 20 16 39 18 
105 29 41 30 36 30 32 25 34 7 14 40 4 32 16 11 24 7 10 26 14 12 15 14 12 27 36 4 38 9 1 5 37 33 34 30 21 16 13 4 14 18 36 17 7 9 20 23 7 21 6 12 33 13 
106 25 2 31 18 6 26 19 40 22 13 30 13 35 42 20 39 4 33 14 31 8 12 39 19 34 37 39 32 6 29 36 30 31 24 40 28 41 8 25 20 12 4 24 4 38 2 34 33 34 5 21 33 9 
107 9 9 42 3 40 31 8 18 24 29 40 39 18 25 29 25 41 6 37 3 22 32 32 23 24 22 14 20 42 39 28 8 39 28 10 36 8 9 12 24 37 9 12 5 26 41 29 24 4 15 18 17 39 
108 7 39 20 28 3 31 19 41 17 26 29 36 27 23 35 27 26 16 14 26 28 18 9 18 38 25 13 11 42 30 7 41 26 18 26 20 6 37 18 14 12 5 41 39 19 34 15 36 41 28 11 18 3 
109 12 35 41 36 6 1 27 35 7 25 10 16 1 30 13 29 39 27 40 35 25 36 11 8 9 38 7 28 7 24 31 18 9 21 3 14 21 29 40 19 4 7 34 38 28 4 24 25 30 21 17 5 7 
110 20 12 7 15 18 34 13 34 14 22 34 34 24 39 4 3 36 22 40 34 13 35 12 9 8 36 38 20 2 34 26 21 4 24 28 13 8 40 38 21 20 29 5 35 25 8 29 10 30 26 36 34 10 
111 5 42 9 32 30 29 33 21 4 12 16 28 39 21 35 28 16 13 39 37 9 32 11 17 10 21 38 36 6 29 3 10 29 4 41 8 32 31 28 35 34 36 20 22 14 12 8 21 17 38 15 25 19 
112 26 33 29 38 28 22 1 7 16 2 27 19 34 34 8 22 11 35 6 4 12 27 9 16 26 30 24 22 36 40 40 11 23 26 6 8 39 40 6 13 41 32 23 24 15 23 4 26 15 1 21 18 27 
113 30 25 11 9 40 24 2 38 21 13 18 39 10 17 35 8 15 39 40 4 20 22 11 34 17 36 6 17 6 15 35 27 40 3 35 29 18 29 24 39 41 33 35 42 42 19 7 6 16 39 1 35 10 
114 11 18 26 38 23 34 2 29 26 20 18 21 13 5 38 33 28 26 31 11 18 30 2 29 29 7 2 17 7 28 26 18 3 9 5 17 42 6 3 17 18 21 37 30 25 25 20 2 8 42 4 18 21 
115 5 4 41 3 5 15 2 32 40 11 26 40 15 42 31 13 2 6 30 22 42 9 38 16 20 32 24 19 35 41 31 32 36 22 34 40 36 35 21 26 3 4 23 10 3 12 22 38 17 9 10 8 17 
116 5 16 36 36 39 4 29 29 26 10 22 5 1 19 33 28 31 16 22 26 30 31 28 41 2 23 7 10 32 7 18 29 22 11 22 10 6 42 38 32 9 17 36 2 27 18 21 15 33 42 40 13 23 
117 17 3 24 31 10 34 13 8 1 41 21 12 12 30 9 4 17 40 4 25 26 5 9 1 25 15 26 17 4 38 31 12 40 12 34 41 37 4 40 38 36 18 41 40 39 7 1 5 39 38 29 22 1 
118 29 14 17 35 39 25 38 34 13 41 24 17 33 22 11 28 12 40 22 21 30 11 10 29 11 14 25 6 35 4 40 21 17 7 14 6 23 1 31 36 42 12 2 32 26 4 17 37 2 30 15 23 40 
119 24 9 42 30 33 40 22 28 37 42 37 35 13 42 16 6 30 1 5 42 2 28 25 39 2 11 32 24 25 13 21 41 21 21 28 4 18 7 31 4 40 25 31 3 24 4 8 4 38 12 3 31 39 
120 19 27 32 21 17 13 37 21 26 35 33 4 12 36 13 10 17 8 8 41 38 10 15 41 17 18 28 20 12 16 8 22 35 39 42 9 2 36 21 27 29 11 22 32 5 34 42 21 41 41 11 37 8 
121 25 27 16 34 5 27 3 20 34 24 12 30 23 12 23 17 32 7 37 1 28 26 39 11 17 17 2 15 27 38 14 2 14 29 35 18 5 30 30 38 11 41 18 26 3 40 42 34 39 28 26 24 3 
122 22 27 12 30 28 26 7 15 40 42 28 18 34 38 23 13 25 10 24 15 27 7 9 25 40 35 21 17 18 36 19 32 20 30 11 5 6 17 11 37 8 39 12 34 26 26 4 8 36 27 14 12 25 
123 23 28 14 15 40 30 24 34 41 13 3 28 24 42 25 32 10 19 32 40 23 23 23 6 26 22 33 3 36 3 19 8 30 33 22 28 12 3 11 10 8 5 30 23 4 12 4 6 31 35 3 11 7 
124 26 8 33 39 41 27 32 35 37 31 14 27 10 33 31 5 35 40 12 40 27 26 1 31 29 40 19 14 1 21 20 18 28 2 14 18 28 38 2 23 26 8 41 28 40 29 24 33 19 27 22 37 10 
125 14 25 30 12 35 1 4 13 13 21 33 14 26 8 34 13 2 6 31 9 38 16 6 17 31 30 35 15 1 21 24 15 38 11 26 30 4 29 35 8 41 25 21 16 24 4 29 25 1 17 25 39 24 
126 23 13 12 2 39 26 3 9 41 17 4 1 34 26 38 12 18 3 2 34 16 17 15 19 3 32 20 11 6 8 34 28 12 37 30 42 20 32 8 10 40 4 11 31 29 6 34 4 9 35 37 24 9 
127 1 34 4 24 3 14 30 10 40 15 13 34 2 12 4 25 12 13 22 15 23 2 1 21 35 4 29 27 32 2 28 24 27 31 6 30 2 27 31 41 41 2 25 35 13 28 17 24 40 31 38 13 32 
128 30 25 25 25 3 1 14 4 28 30 30 16 35 9 10 11 40 8 9 41 32 35 11 9 2 27 41 32 14 3 21 2 27 37 26 29 30 32 24 15 19 11 23 3 20 32 13 9 31 13 7 21 6 
